numCommande;nomClient;numTelClient;mailClient;adresseClient;codePostalClient;villeClient;dateCommande;datePaiement;dateRealisation;nomDestinataire;numTelDestinataire;adresseDestinataire;codePostalDestinataire;villeDestinataire;dateLivraisonEffective
253;Boutique Perle Rare;"0668612082";perle_rare@orange.fr;27, Rue des Soldats;69500;Bron;13/12/2022;21/12/2022;29/12/2022;;"";;;;
254;Meyer;"0610953253";meyer@orange.fr;16, Rue de la Chapelle;69160;Tassin-la-Demi-Lune;14/12/2022;20/12/2022;27/12/2022;Roussel;"0612584833";44, Rue Saint-Georges;69110;Sainte-Foy-lès-Lyon;27/12/2022
255;Boutique Éclat et Élégance;"0735456380";éclat_et_élégance@protonmail.com;8, Rue des Merles;69007;Lyon 7eme;14/12/2022;20/12/2022;28/12/2022;;"";;;;
256;Boutique Tendance et Cie;"0766092349";tendance_et_cie@protonmail.com;28, Rue des Coquelicots;69680;Chassieu;14/12/2022;28/12/2022;29/12/2022;Boutique Tendance et Cie;"0766092349";28, Rue des Coquelicots;69680;Chassieu;29/12/2022
257;Boutique Comptoir de Mode;"0660162941";comptoir_de_mode@gmail.com;13, Rue Saint-Sébastien;69230;Saint-Genis-Laval;15/12/2022;16/12/2022;21/12/2022;;"";;;;
258;Boutique Comptoir de Mode;"0660162941";comptoir_de_mode@gmail.com;13, Rue Saint-Sébastien;69230;Saint-Genis-Laval;15/12/2022;20/12/2022;21/12/2022;Boutique Comptoir de Mode;"0660162941";13, Rue Saint-Sébastien;69230;Saint-Genis-Laval;22/12/2022
259;Boutique Magasin Secret;"0755521343";magasin_secret@sfr.fr;34, Rue du Général de Gaulle;69007;Lyon 7eme;15/12/2022;21/12/2022;22/12/2022;Boutique Magasin Secret;"0755521343";34, Rue du Général de Gaulle;69007;Lyon 7eme;26/12/2022
260;Renard;"0790893058";renard@sfr.fr;11, Rue des Orchidées;69270;Fontaines-sur-Saône;15/12/2022;22/12/2022;29/12/2022;Renard;"0790893058";11, Rue des Orchidées;69270;Fontaines-sur-Saône;29/12/2022
261;Duval;"0659520096";duval@sfr.fr;8, Avenue de la Division Leclerc;69008;Lyon 8eme;15/12/2022;28/12/2022;29/12/2022;Duval;"0659520096";8, Avenue de la Division Leclerc;69008;Lyon 8eme;29/12/2022
262;Restaurant Jardin des Délices;"0716141429";jardin_des_délices@hotmail.com;19, Boulevard du Maréchal Pétain;69250;Neuville-sur-Saône;16/12/2022;20/12/2022;27/12/2022;;"";;;;
263;Richard;"0635337022";richard@orange.fr;2, Rue Saint-Sauveur;69960;Corbas;16/12/2022;20/12/2022;29/12/2022;Richard;"0635337022";2, Rue Saint-Sauveur;69960;Corbas;29/12/2022
264;Boucher;"0638781559";boucher@protonmail.com;27, Rue de la Convention;69570;Dardilly;16/12/2022;27/12/2022;29/12/2022;Gauthier;"0696977450";39, Rue Saint-Simon;69450;Saint-Cyr-au-Mont-d'Or;29/12/2022
265;Restaurant Comptoir du Terroir;"0616248133";comptoir_du_terroir@laposte.net;4, Rue Saint-Sulpice;69540;Irigny;16/12/2022;28/12/2022;29/12/2022;;"";;;;
266;Charron;"0772051520";charron@free.fr;17, Rue de la Commune;69002;Lyon 2eme;16/12/2022;28/12/2022;29/12/2022;Charron;"0772051520";17, Rue de la Commune;69002;Lyon 2eme;29/12/2022
267;Boutique Parfum Secret;"0662111918";parfum_secret@yahoo.com;27, Rue des Bois;69006;Lyon 6eme;19/12/2022;20/12/2022;23/12/2022;Boutique Parfum Secret;"0662111918";27, Rue des Bois;69006;Lyon 6eme;27/12/2022
268;Leblanc;"0711308496";leblanc@sfr.fr;23, Boulevard Jean Jaurès;69890;La Tour-de-Salvagny;19/12/2022;22/12/2022;29/12/2022;Barbot;"0693879448";2, Rue des Commerçants;69008;Lyon 8eme;29/12/2022
269;Boyer;"0675016227";boyer@bbox.fr;2, Rue du 8 Mai 1945;69580;Sathonay-Village;19/12/2022;28/12/2022;29/12/2022;Rey;"0742332157";5, Rue de la Révolution;69680;Chassieu;29/12/2022
270;Bernard;"0798767626";bernard@sfr.fr;30, Avenue de Nantes;69540;Irigny;20/12/2022;20/12/2022;22/12/2022;Fournier;"0732561177";36, Boulevard de la Paix;69160;Tassin-la-Demi-Lune;22/12/2022
271;Boutique Perle Rare;"0668612082";perle_rare@orange.fr;27, Rue des Soldats;69500;Bron;20/12/2022;23/12/2022;27/12/2022;Boutique Perle Rare;"0668612082";27, Rue des Soldats;69500;Bron;29/12/2022
272;Montel;"0624769746";montel@yahoo.com;21, Rue des Étoiles;69009;Lyon 9eme;20/12/2022;26/12/2022;29/12/2022;Durand;"0796145775";11, Rue Sainte-Marie;69100;Villeurbanne;29/12/2022
273;Restaurant Festin Royal;"0677778735";festin_royal@hotmail.com;29, Avenue de la Libération;69190;Saint-Fons;20/12/2022;28/12/2022;29/12/2022;;"";;;;
274;David;"0677688417";david@outlook.com;12, Rue des Moineaux;69410;Champagne-au-Mont-d'Or;20/12/2022;28/12/2022;29/12/2022;Debord;"0724559153";48, Avenue de Ségur;69005;Lyon 5eme;29/12/2022
275;Benoit;"0732532085";benoit@protonmail.com;38, Rue Sainte-Catherine;69390;Vernaison;21/12/2022;27/12/2022;29/12/2022;Gros;"0730578978";50, Rue Saint-Denis;69320;Feyzin;29/12/2022
276;Boutique Magasin Secret;"0755521343";magasin_secret@sfr.fr;34, Rue du Général de Gaulle;69007;Lyon 7eme;21/12/2022;28/12/2022;29/12/2022;Boutique Magasin Secret;"0755521343";34, Rue du Général de Gaulle;69007;Lyon 7eme;29/12/2022
277;Clerc;"0625973429";clerc@hotmail.com;49, Avenue de Nantes;69500;Bron;23/12/2022;28/12/2022;29/12/2022;Duval;"0659520096";8, Avenue de la Division Leclerc;69008;Lyon 8eme;29/12/2022
278;Boutique Esprit Bohème;"0719312161";esprit_bohème@bbox.fr;8, Boulevard des Martyrs;69230;Saint-Genis-Laval;23/12/2022;28/12/2022;29/12/2022;Boutique Esprit Bohème;"0719312161";8, Boulevard des Martyrs;69230;Saint-Genis-Laval;29/12/2022
279;Boutique Éclat et Élégance;"0735456380";éclat_et_élégance@protonmail.com;8, Rue des Merles;69007;Lyon 7eme;26/12/2022;28/12/2022;29/12/2022;;"";;;;
280;Chanteux;"0653511894";chanteux@yahoo.com;23, Rue Saint-Antoine;69130;Écully;26/12/2022;28/12/2022;29/12/2022;Aubry;"0755210517";46, Rue des Agriculteurs;69580;Sathonay-Village;29/12/2022
281;Michel;"0622833179";michel@hotmail.com;25, Rue du Moulin;69680;Chassieu;26/12/2022;28/12/2022;29/12/2022;Tanguy;"0636010054";25, Avenue de Paris;69230;Saint-Genis-Laval;29/12/2022
282;Sanchez;"0795748511";sanchez@sfr.fr;41, Boulevard de la République;69780;Mions;27/12/2022;27/12/2022;29/12/2022;Sanchez;"0795748511";41, Boulevard de la République;69780;Mions;29/12/2022
283;Bernard;"0798767626";bernard@sfr.fr;30, Avenue de Nantes;69540;Irigny;27/12/2022;28/12/2022;29/12/2022;Bernard;"0798767626";30, Avenue de Nantes;69540;Irigny;29/12/2022
284;Boyer;"0675016227";boyer@bbox.fr;2, Rue du 8 Mai 1945;69580;Sathonay-Village;27/12/2022;28/12/2022;29/12/2022;Boyer;"0675016227";2, Rue du 8 Mai 1945;69580;Sathonay-Village;29/12/2022
285;Tanguy;"0636010054";tanguy@bbox.fr;25, Avenue de Paris;69230;Saint-Genis-Laval;01/06/2023;02/06/2023;06/06/2023;Benedetti;"0781632325";43, Rue des Orchidées;69520;Grigny-sur-Rhône;07/06/2023
286;Boutique Tendance et Cie;"0766092349";tendance_et_cie@protonmail.com;28, Rue des Coquelicots;69680;Chassieu;01/06/2023;02/06/2023;08/06/2023;Boutique Tendance et Cie;"0766092349";28, Rue des Coquelicots;69680;Chassieu;13/06/2023
287;Boutique Perle Rare;"0668612082";perle_rare@orange.fr;27, Rue des Soldats;69500;Bron;01/06/2023;06/06/2023;07/06/2023;Boutique Perle Rare;"0668612082";27, Rue des Soldats;69500;Bron;09/06/2023
288;Boutin;"0641072522";boutin@icloud.com;35, Rue Saint-Charles;69001;Lyon 1er;01/06/2023;06/06/2023;15/06/2023;Boutin;"0641072522";35, Rue Saint-Charles;69001;Lyon 1er;19/06/2023
289;Martin;"0635242367";martin@sfr.fr;31, Rue des Poilus;69150;Décines-Charpieu;02/06/2023;13/06/2023;21/06/2023;Marty;"0637773108";41, Avenue de Bordeaux;69700;Givors;21/06/2023
290;Boutique Coin Précieux;"0785431549";coin_précieux@sfr.fr;21, Avenue de Lowendal;69350;La Mulatière;02/06/2023;13/06/2023;23/06/2023;Boutique Coin Précieux;"0785431549";21, Avenue de Lowendal;69350;La Mulatière;23/06/2023
291;Gros;"0730578978";gros@yahoo.com;50, Rue Saint-Denis;69320;Feyzin;05/06/2023;08/06/2023;15/06/2023;Sanchez;"0795748511";41, Boulevard de la République;69780;Mions;19/06/2023
292;Tanguy;"0636010054";tanguy@bbox.fr;25, Avenue de Paris;69230;Saint-Genis-Laval;05/06/2023;15/06/2023;26/06/2023;;"";;;;
293;Boutique Fabrique de Rêves;"0648624826";fabrique_de_rêves@bbox.fr;47, Rue Sainte-Marie;69360;Solaize;05/06/2023;16/06/2023;26/06/2023;Boutique Fabrique de Rêves;"0648624826";47, Rue Sainte-Marie;69360;Solaize;28/06/2023
294;Boutique Instant Précieux;"0613845064";instant_précieux@free.fr;37, Rue Saint-Gervais;69730;Genay;06/06/2023;07/06/2023;20/06/2023;;"";;;;
295;Boutique Éclat et Élégance;"0735456380";éclat_et_élégance@protonmail.com;8, Rue des Merles;69007;Lyon 7eme;06/06/2023;12/06/2023;23/06/2023;Boutique Éclat et Élégance;"0735456380";8, Rue des Merles;69007;Lyon 7eme;27/06/2023
296;Courtois;"0794777965";courtois@outlook.com;43, Rue de la Fraternité;69260;Charbonnières-les-Bains;06/06/2023;19/06/2023;20/06/2023;Courtois;"0794777965";43, Rue de la Fraternité;69260;Charbonnières-les-Bains;21/06/2023
297;Leclerc;"0610632417";leclerc@gmail.com;26, Rue Saint-Nicolas;69004;Lyon 4eme;07/06/2023;07/06/2023;13/06/2023;Leclerc;"0610632417";26, Rue Saint-Nicolas;69004;Lyon 4eme;14/06/2023
298;Boutique Coin Précieux;"0785431549";coin_précieux@sfr.fr;21, Avenue de Lowendal;69350;La Mulatière;07/06/2023;07/06/2023;19/06/2023;Boutique Coin Précieux;"0785431549";21, Avenue de Lowendal;69350;La Mulatière;20/06/2023
299;Boutique Instant Précieux;"0613845064";instant_précieux@free.fr;37, Rue Saint-Gervais;69730;Genay;07/06/2023;09/06/2023;15/06/2023;Boutique Instant Précieux;"0613845064";37, Rue Saint-Gervais;69730;Genay;16/06/2023
300;Boutique Parfum Secret;"0662111918";parfum_secret@yahoo.com;27, Rue des Bois;69006;Lyon 6eme;07/06/2023;09/06/2023;19/06/2023;Boutique Parfum Secret;"0662111918";27, Rue des Bois;69006;Lyon 6eme;20/06/2023
301;Serrano;"0746767520";serrano@icloud.com;47, Rue des Instituteurs;69200;Vénissieux;07/06/2023;16/06/2023;23/06/2023;;"";;;;
302;Boutique Fabrique de Rêves;"0648624826";fabrique_de_rêves@bbox.fr;47, Rue Sainte-Marie;69360;Solaize;08/06/2023;13/06/2023;19/06/2023;Boutique Fabrique de Rêves;"0648624826";47, Rue Sainte-Marie;69360;Solaize;21/06/2023
303;Boutique Instant Précieux;"0613845064";instant_précieux@free.fr;37, Rue Saint-Gervais;69730;Genay;09/06/2023;09/06/2023;12/06/2023;Boutique Instant Précieux;"0613845064";37, Rue Saint-Gervais;69730;Genay;13/06/2023
304;Lefevre;"0749019326";lefevre@protonmail.com;49, Rue du Progrès;69730;Genay;09/06/2023;12/06/2023;16/06/2023;Richard;"0635337022";2, Rue Saint-Sauveur;69960;Corbas;21/06/2023
305;Gilbert;"0723974406";gilbert@laposte.net;17, Avenue de Clermont;69320;Feyzin;09/06/2023;19/06/2023;21/06/2023;Gilbert;"0723974406";17, Avenue de Clermont;69320;Feyzin;23/06/2023
306;Jacquet;"0796799393";jacquet@outlook.com;44, Rue des Soldats;69280;Marcy-l'Étoile;09/06/2023;19/06/2023;29/06/2023;;"";;;;
307;Restaurant Comptoir du Terroir;"0616248133";comptoir_du_terroir@laposte.net;4, Rue Saint-Sulpice;69540;Irigny;09/06/2023;20/06/2023;22/06/2023;;"";;;;
308;Boutique Instant Précieux;"0613845064";instant_précieux@free.fr;37, Rue Saint-Gervais;69730;Genay;09/06/2023;21/06/2023;29/06/2023;Boutique Instant Précieux;"0613845064";37, Rue Saint-Gervais;69730;Genay;29/06/2023
309;Rogers;"0642236192";rogers@orange.fr;15, Rue Saint-Gervais;69500;Bron;12/06/2023;14/06/2023;23/06/2023;;"";;;;
310;Chanteux;"0653511894";chanteux@yahoo.com;23, Rue Saint-Antoine;69130;Écully;12/06/2023;14/06/2023;26/06/2023;Chanteux;"0653511894";23, Rue Saint-Antoine;69130;Écully;29/06/2023
311;Boutique Parfum Secret;"0662111918";parfum_secret@yahoo.com;27, Rue des Bois;69006;Lyon 6eme;13/06/2023;14/06/2023;22/06/2023;;"";;;;
312;Boutique Magasin Secret;"0755521343";magasin_secret@sfr.fr;34, Rue du Général de Gaulle;69007;Lyon 7eme;14/06/2023;15/06/2023;19/06/2023;Boutique Magasin Secret;"0755521343";34, Rue du Général de Gaulle;69007;Lyon 7eme;22/06/2023
313;Mottet;"0672745223";mottet@gmail.com;39, Rue des Agriculteurs;69330;Meyzieu;14/06/2023;16/06/2023;29/06/2023;Mottet;"0672745223";39, Rue des Agriculteurs;69330;Meyzieu;29/06/2023
314;Rogers;"0642236192";rogers@orange.fr;15, Rue Saint-Gervais;69500;Bron;14/06/2023;19/06/2023;27/06/2023;David;"0677688417";12, Rue des Moineaux;69410;Champagne-au-Mont-d'Or;29/06/2023
315;Boutique Instant Précieux;"0613845064";instant_précieux@free.fr;37, Rue Saint-Gervais;69730;Genay;14/06/2023;20/06/2023;28/06/2023;Boutique Instant Précieux;"0613845064";37, Rue Saint-Gervais;69730;Genay;29/06/2023
316;Clerc;"0625973429";clerc@hotmail.com;49, Avenue de Nantes;69500;Bron;14/06/2023;28/06/2023;29/06/2023;Brochet;"0768399605";29, Boulevard des Alpes;69660;Collonges-au-Mont-d'Or;29/06/2023
317;Vallée;"0620818268";vallée@icloud.com;47, Rue du Général de Gaulle;69008;Lyon 8eme;15/06/2023;19/06/2023;29/06/2023;Vallée;"0620818268";47, Rue du Général de Gaulle;69008;Lyon 8eme;29/06/2023
318;Courtois;"0794777965";courtois@outlook.com;43, Rue de la Fraternité;69260;Charbonnières-les-Bains;15/06/2023;20/06/2023;29/06/2023;Courtois;"0794777965";43, Rue de la Fraternité;69260;Charbonnières-les-Bains;29/06/2023
319;Clerc;"0625973429";clerc@hotmail.com;49, Avenue de Nantes;69500;Bron;15/06/2023;23/06/2023;29/06/2023;Clerc;"0625973429";49, Avenue de Nantes;69500;Bron;29/06/2023
320;Boutique Parfum Secret;"0662111918";parfum_secret@yahoo.com;27, Rue des Bois;69006;Lyon 6eme;15/06/2023;27/06/2023;29/06/2023;Boutique Parfum Secret;"0662111918";27, Rue des Bois;69006;Lyon 6eme;29/06/2023
321;Boutique Parfum Secret;"0662111918";parfum_secret@yahoo.com;27, Rue des Bois;69006;Lyon 6eme;15/06/2023;28/06/2023;29/06/2023;Boutique Parfum Secret;"0662111918";27, Rue des Bois;69006;Lyon 6eme;29/06/2023
322;Roussel;"0612584833";roussel@orange.fr;44, Rue Saint-Georges;69110;Sainte-Foy-lès-Lyon;16/06/2023;20/06/2023;29/06/2023;Leclerc;"0610632417";26, Rue Saint-Nicolas;69004;Lyon 4eme;29/06/2023
323;Boutique Comptoir de Mode;"0660162941";comptoir_de_mode@gmail.com;13, Rue Saint-Sébastien;69230;Saint-Genis-Laval;16/06/2023;28/06/2023;29/06/2023;Boutique Comptoir de Mode;"0660162941";13, Rue Saint-Sébastien;69230;Saint-Genis-Laval;29/06/2023
324;Boutique Tendance et Cie;"0766092349";tendance_et_cie@protonmail.com;28, Rue des Coquelicots;69680;Chassieu;19/06/2023;23/06/2023;29/06/2023;Boutique Tendance et Cie;"0766092349";28, Rue des Coquelicots;69680;Chassieu;29/06/2023
325;Marchand;"0766682828";marchand@gmail.com;26, Avenue de Breteuil;69330;Meyzieu;19/06/2023;26/06/2023;29/06/2023;Tanguy;"0636010054";25, Avenue de Paris;69230;Saint-Genis-Laval;29/06/2023
326;Picard;"0735607975";picard@orange.fr;41, Rue des Merles;69290;Craponne;19/06/2023;26/06/2023;29/06/2023;Picard;"0735607975";41, Rue des Merles;69290;Craponne;29/06/2023
327;Meunier;"0661308877";meunier@hotmail.com;46, Boulevard des Résistants;69350;La Mulatière;19/06/2023;27/06/2023;29/06/2023;Meunier;"0661308877";46, Boulevard des Résistants;69350;La Mulatière;29/06/2023
328;Boutique Bazar et Création;"0759759346";bazar_et_création@sfr.fr;38, Rue Victor Hugo;69200;Vénissieux;19/06/2023;28/06/2023;29/06/2023;Boutique Bazar et Création;"0759759346";38, Rue Victor Hugo;69200;Vénissieux;29/06/2023
329;Boutique Bazar et Création;"0759759346";bazar_et_création@sfr.fr;38, Rue Victor Hugo;69200;Vénissieux;20/06/2023;20/06/2023;26/06/2023;Boutique Bazar et Création;"0759759346";38, Rue Victor Hugo;69200;Vénissieux;26/06/2023
330;Boutique Bazar et Création;"0759759346";bazar_et_création@sfr.fr;38, Rue Victor Hugo;69200;Vénissieux;20/06/2023;27/06/2023;29/06/2023;;"";;;;
331;Boutique Tendance et Cie;"0766092349";tendance_et_cie@protonmail.com;28, Rue des Coquelicots;69680;Chassieu;20/06/2023;28/06/2023;29/06/2023;Boutique Tendance et Cie;"0766092349";28, Rue des Coquelicots;69680;Chassieu;29/06/2023
332;Boutique Éclat et Élégance;"0735456380";éclat_et_élégance@protonmail.com;8, Rue des Merles;69007;Lyon 7eme;20/06/2023;28/06/2023;29/06/2023;Boutique Éclat et Élégance;"0735456380";8, Rue des Merles;69007;Lyon 7eme;29/06/2023
333;Boutique Magasin Secret;"0755521343";magasin_secret@sfr.fr;34, Rue du Général de Gaulle;69007;Lyon 7eme;20/06/2023;28/06/2023;29/06/2023;Boutique Magasin Secret;"0755521343";34, Rue du Général de Gaulle;69007;Lyon 7eme;29/06/2023
334;Rousseau;"0662474575";rousseau@icloud.com;7, Avenue de Saxe;69001;Lyon 1er;21/06/2023;27/06/2023;29/06/2023;Vallée;"0620818268";47, Rue du Général de Gaulle;69008;Lyon 8eme;29/06/2023
335;Marchand;"0766682828";marchand@gmail.com;26, Avenue de Breteuil;69330;Meyzieu;21/06/2023;28/06/2023;29/06/2023;;"";;;;
336;Boutique Tendance et Cie;"0766092349";tendance_et_cie@protonmail.com;28, Rue des Coquelicots;69680;Chassieu;21/06/2023;28/06/2023;29/06/2023;Boutique Tendance et Cie;"0766092349";28, Rue des Coquelicots;69680;Chassieu;29/06/2023
337;Boutique Parfum Secret;"0662111918";parfum_secret@yahoo.com;27, Rue des Bois;69006;Lyon 6eme;21/06/2023;28/06/2023;29/06/2023;Boutique Parfum Secret;"0662111918";27, Rue des Bois;69006;Lyon 6eme;29/06/2023
338;Boutique Tendance et Cie;"0766092349";tendance_et_cie@protonmail.com;28, Rue des Coquelicots;69680;Chassieu;22/06/2023;22/06/2023;29/06/2023;Boutique Tendance et Cie;"0766092349";28, Rue des Coquelicots;69680;Chassieu;29/06/2023
339;Boucher;"0638781559";boucher@protonmail.com;27, Rue de la Convention;69570;Dardilly;22/06/2023;26/06/2023;29/06/2023;Leblanc;"0711308496";23, Boulevard Jean Jaurès;69890;La Tour-de-Salvagny;29/06/2023
340;Boutique Atelier de Luxe;"0665727410";atelier_de_luxe@protonmail.com;49, Rue des Tilleuls;69120;Vaulx-en-Velin;22/06/2023;28/06/2023;29/06/2023;;"";;;;
341;Dehousse;"0691450450";dehousse@sfr.fr;27, Avenue de Wagram;69190;Saint-Fons;23/06/2023;28/06/2023;29/06/2023;Dehousse;"0691450450";27, Avenue de Wagram;69190;Saint-Fons;29/06/2023
342;Boutique Coin Précieux;"0785431549";coin_précieux@sfr.fr;21, Avenue de Lowendal;69350;La Mulatière;26/06/2023;28/06/2023;29/06/2023;;"";;;;
343;Lemoine;"0715303722";lemoine@orange.fr;29, Rue Saint-Nicolas;69110;Sainte-Foy-lès-Lyon;26/06/2023;28/06/2023;29/06/2023;Hernandez;"0630992042";25, Boulevard de Verdun;69100;Villeurbanne;29/06/2023
344;Montel;"0624769746";montel@yahoo.com;21, Rue des Étoiles;69009;Lyon 9eme;26/06/2023;28/06/2023;29/06/2023;Montel;"0624769746";21, Rue des Étoiles;69009;Lyon 9eme;29/06/2023
345;Chauvin;"0730466148";chauvin@orange.fr;33, Rue des Chênes;69660;Collonges-au-Mont-d'Or;27/06/2023;28/06/2023;29/06/2023;;"";;;;
346;Mottet;"0672745223";mottet@gmail.com;39, Rue des Agriculteurs;69330;Meyzieu;27/06/2023;28/06/2023;29/06/2023;;"";;;;
347;Restaurant Saveurs Italiennes;"0615865995";saveurs_italiennes@laposte.net;11, Rue des Peupliers;69540;Irigny;27/06/2023;28/06/2023;29/06/2023;;"";;;;
348;Martin;"0635242367";martin@sfr.fr;31, Rue des Poilus;69150;Décines-Charpieu;27/06/2023;28/06/2023;29/06/2023;;"";;;;
349;Restaurant Taverne du Palais;"0741911123";taverne_du_palais@hotmail.com;48, Avenue des Champs-Élysées;69001;Lyon 1er;27/06/2023;28/06/2023;29/06/2023;;"";;;;
350;Michaud;"0636732048";michaud@laposte.net;37, Boulevard de Verdun;69360;Solaize;27/06/2023;28/06/2023;29/06/2023;Olivier;"0652790453";33, Rue des Violettes;69008;Lyon 8eme;29/06/2023
351;Dehousse;"0691450450";dehousse@sfr.fr;27, Avenue de Wagram;69190;Saint-Fons;27/06/2023;28/06/2023;29/06/2023;Dehousse;"0691450450";27, Avenue de Wagram;69190;Saint-Fons;29/06/2023
352;Simon;"0785242019";simon@yahoo.com;40, Rue des Orchidées;69290;Craponne;02/09/2024;05/09/2024;18/09/2024;Simon;"0785242019";40, Rue des Orchidées;69290;Craponne;19/09/2024
353;Thomas;"0771670823";thomas@sfr.fr;8, Avenue de Tourville;69780;Mions;02/09/2024;11/09/2024;23/09/2024;Thomas;"0771670823";8, Avenue de Tourville;69780;Mions;24/09/2024
354;Debord;"0724559153";debord@orange.fr;48, Avenue de Ségur;69005;Lyon 5eme;03/09/2024;09/09/2024;11/09/2024;;"";;;;
355;Boutique Perle Rare;"0668612082";perle_rare@orange.fr;27, Rue des Soldats;69500;Bron;05/09/2024;09/09/2024;10/09/2024;Boutique Perle Rare;"0668612082";27, Rue des Soldats;69500;Bron;13/09/2024
356;Mottet;"0672745223";mottet@gmail.com;39, Rue des Agriculteurs;69330;Meyzieu;05/09/2024;12/09/2024;16/09/2024;Ziegler;"0792431240";48, Boulevard des Alpes;69140;Rillieux-la-Pape;19/09/2024
357;Dehousse;"0691450450";dehousse@sfr.fr;27, Avenue de Wagram;69190;Saint-Fons;05/09/2024;13/09/2024;16/09/2024;Boucher;"0638781559";27, Rue de la Convention;69570;Dardilly;18/09/2024
358;Chauvin;"0730466148";chauvin@orange.fr;33, Rue des Chênes;69660;Collonges-au-Mont-d'Or;05/09/2024;13/09/2024;18/09/2024;Chauvin;"0730466148";33, Rue des Chênes;69660;Collonges-au-Mont-d'Or;23/09/2024
359;Boutique Atelier de Luxe;"0665727410";atelier_de_luxe@protonmail.com;49, Rue des Tilleuls;69120;Vaulx-en-Velin;11/09/2024;17/09/2024;25/09/2024;Boutique Atelier de Luxe;"0665727410";49, Rue des Tilleuls;69120;Vaulx-en-Velin;30/09/2024
360;Montel;"0624769746";montel@yahoo.com;21, Rue des Étoiles;69009;Lyon 9eme;11/09/2024;20/09/2024;04/10/2024;Boutin;"0641072522";35, Rue Saint-Charles;69001;Lyon 1er;08/10/2024
361;Boutique Esprit Bohème;"0719312161";esprit_bohème@bbox.fr;8, Boulevard des Martyrs;69230;Saint-Genis-Laval;11/09/2024;25/09/2024;04/10/2024;Boutique Esprit Bohème;"0719312161";8, Boulevard des Martyrs;69230;Saint-Genis-Laval;07/10/2024
362;Boutique Bazar et Création;"0759759346";bazar_et_création@sfr.fr;38, Rue Victor Hugo;69200;Vénissieux;12/09/2024;17/09/2024;24/09/2024;Boutique Bazar et Création;"0759759346";38, Rue Victor Hugo;69200;Vénissieux;24/09/2024
363;Debord;"0724559153";debord@orange.fr;48, Avenue de Ségur;69005;Lyon 5eme;12/09/2024;23/09/2024;04/10/2024;Boucher;"0638781559";27, Rue de la Convention;69570;Dardilly;09/10/2024
364;Clerc;"0625973429";clerc@hotmail.com;49, Avenue de Nantes;69500;Bron;13/09/2024;16/09/2024;24/09/2024;Vidal;"0752001737";44, Rue du Général de Gaulle;69280;Marcy-l'Étoile;26/09/2024
365;Goutte;"0679991674";goutte@sfr.fr;12, Boulevard Aristide Briand;69890;La Tour-de-Salvagny;13/09/2024;25/09/2024;02/10/2024;Goutte;"0679991674";12, Boulevard Aristide Briand;69890;La Tour-de-Salvagny;07/10/2024
366;Boutique Comptoir de Mode;"0660162941";comptoir_de_mode@gmail.com;13, Rue Saint-Sébastien;69230;Saint-Genis-Laval;16/09/2024;19/09/2024;01/10/2024;Boutique Comptoir de Mode;"0660162941";13, Rue Saint-Sébastien;69230;Saint-Genis-Laval;02/10/2024
367;Meunier;"0661308877";meunier@hotmail.com;46, Boulevard des Résistants;69350;La Mulatière;16/09/2024;27/09/2024;02/10/2024;Meunier;"0661308877";46, Boulevard des Résistants;69350;La Mulatière;02/10/2024
368;Ziegler;"0792431240";ziegler@protonmail.com;48, Boulevard des Alpes;69140;Rillieux-la-Pape;18/09/2024;23/09/2024;30/09/2024;Deschamps;"0696182788";8, Rue des Bleuets;69160;Tassin-la-Demi-Lune;03/10/2024
369;Restaurant Artisan des Saveurs;"0694021431";artisan_des_saveurs@yahoo.com;8, Rue de la Révolution;69260;Charbonnières-les-Bains;18/09/2024;26/09/2024;04/10/2024;;"";;;;
370;Restaurant Jardin des Délices;"0716141429";jardin_des_délices@hotmail.com;19, Boulevard du Maréchal Pétain;69250;Neuville-sur-Saône;20/09/2024;23/09/2024;24/09/2024;;"";;;;
371;Benoît;"0641640798";benoît@laposte.net;7, Boulevard Pasteur;69160;Tassin-la-Demi-Lune;20/09/2024;03/10/2024;14/10/2024;Goutte;"0679991674";12, Boulevard Aristide Briand;69890;La Tour-de-Salvagny;16/10/2024
372;Boutique Parfum Secret;"0662111918";parfum_secret@yahoo.com;27, Rue des Bois;69006;Lyon 6eme;24/09/2024;08/10/2024;11/10/2024;;"";;;;
373;Petit;"0688609527";petit@orange.fr;20, Rue Saint-Maurice;69380;Lissieu;25/09/2024;03/10/2024;15/10/2024;Petit;"0688609527";20, Rue Saint-Maurice;69380;Lissieu;17/10/2024
374;Marty;"0637773108";marty@sfr.fr;41, Avenue de Bordeaux;69700;Givors;26/09/2024;27/09/2024;04/10/2024;Aubry;"0755210517";46, Rue des Agriculteurs;69580;Sathonay-Village;08/10/2024
375;Joly;"0644846114";joly@outlook.com;42, Rue du Puits;69700;Givors;26/09/2024;04/10/2024;17/10/2024;Joly;"0644846114";42, Rue du Puits;69700;Givors;18/10/2024
376;Boutique Éclat et Élégance;"0735456380";éclat_et_élégance@protonmail.com;8, Rue des Merles;69007;Lyon 7eme;01/10/2024;09/10/2024;11/10/2024;Boutique Éclat et Élégance;"0735456380";8, Rue des Merles;69007;Lyon 7eme;16/10/2024
